Id,Name,Age,Nationality,Injured,Team,Position,Games,Minutes,Accuracy_Passes,Key_Passes,Total_Passes,Shots_On,Shots_Total,Dribbles_Attempts,Dribbles_Past,Dribbles_Success,Fouls_Drawn,Fouls_Committed,Tackled_Block,Tackled_Intercept,Tackled_Total,Duels_Won,Duels_Total,Goals_Assist,Goals_Total,Goals_Conceded,Goals_Saves,Photo,Logo_Team,Rating,Yellow_Cards,Red_Cards,Yellow_Red_Cards,Captain,Penalty_Won,Penalty_Commited,Penalty_Scored,Penalty_Missed,Penalty_Saved,player_photo,player_team_logo,player_league_name,Weight_kg,Height_cm
30785,A. Schäfer,25,Hungary,False,Union Berlin,Midfielder,20.0,1217.0,,18.0,522.0,5.0,13.0,48.0,,21.0,17.0,22.0,4.0,20.0,29.0,89.0,191.0,2.0,1.0,0.0,,https://media.api-sports.io/football/players/30785.png,https://media.api-sports.io/football/teams/182.png,6.740000,1.0,1.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/30785.png,https://media.api-sports.io/football/teams/182.png,Bundesliga,70.0,179.0
37117,D. Doekhi,26,Netherlands,False,Union Berlin,Defender,24.0,2160.0,,4.0,912.0,2.0,11.0,2.0,,2.0,20.0,13.0,25.0,38.0,34.0,109.0,173.0,0.0,2.0,0.0,,https://media.api-sports.io/football/players/37117.png,https://media.api-sports.io/football/teams/182.png,7.045833,2.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/37117.png,https://media.api-sports.io/football/teams/182.png,Bundesliga,83.0,190.0
39071,V. Boniface,24,Nigeria,False,Bayer Leverkusen,Attacker,23.0,1554.0,,22.0,374.0,34.0,63.0,88.0,,46.0,17.0,16.0,1.0,,6.0,96.0,204.0,8.0,14.0,0.0,,https://media.api-sports.io/football/players/39071.png,https://media.api-sports.io/football/teams/168.png,7.334782,2.0,0.0,0.0,False,,,4.0,0.0,,https://media.api-sports.io/football/players/39071.png,https://media.api-sports.io/football/teams/168.png,Bundesliga,91.0,189.0
129682,A. Adli,24,Morocco,False,Bayer Leverkusen,Attacker,23.0,892.0,,22.0,428.0,15.0,23.0,23.0,,13.0,28.0,14.0,2.0,6.0,16.0,77.0,143.0,5.0,4.0,0.0,,https://media.api-sports.io/football/players/129682.png,https://media.api-sports.io/football/teams/168.png,7.030434,5.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/129682.png,https://media.api-sports.io/football/teams/168.png,Bundesliga,72.0,174.0
286728,Y. Stein,20,Germany,False,Union Berlin,Goalkeeper,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,https://media.api-sports.io/football/players/286728.png,https://media.api-sports.io/football/teams/182.png,,0.0,0.0,0.0,False,,,,,,https://media.api-sports.io/football/players/286728.png,https://media.api-sports.io/football/teams/182.png,Bundesliga,90.0,190.0
392254,F. Onyeka,17,Germany,False,Bayer Leverkusen,Attacker,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,https://media.api-sports.io/football/players/392254.png,https://media.api-sports.io/football/teams/168.png,,0.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/392254.png,https://media.api-sports.io/football/teams/168.png,Bundesliga,74.0,187.0
24,M. Philipp,30,Germany,False,SC Freiburg,Attacker,17.0,309.0,,3.0,105.0,3.0,7.0,1.0,,,3.0,10.0,,1.0,8.0,18.0,54.0,0.0,1.0,0.0,,https://media.api-sports.io/football/players/24.png,https://media.api-sports.io/football/teams/160.png,6.556250,2.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/24.png,https://media.api-sports.io/football/teams/160.png,Bundesliga,79.0,183.0
563,Álex Grimaldo,29,Spain,False,Bayer Leverkusen,Defender,33.0,2787.0,46.0,79.0,1745.0,23.0,51.0,43.0,,20.0,26.0,14.0,7.0,22.0,45.0,103.0,201.0,13.0,10.0,0.0,,https://media.api-sports.io/football/players/563.png,https://media.api-sports.io/football/teams/168.png,7.757575,1.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/563.png,https://media.api-sports.io/football/teams/168.png,Bundesliga,63.0,171.0
963,L. Hrádecký,35,Finland,False,Bayer Leverkusen,Goalkeeper,33.0,2970.0,,,716.0,,,,,,1.0,,,,,9.0,11.0,0.0,0.0,24.0,78.0,https://media.api-sports.io/football/players/963.png,https://media.api-sports.io/football/teams/168.png,7.045454,2.0,0.0,0.0,False,,,0.0,0.0,0.0,https://media.api-sports.io/football/players/963.png,https://media.api-sports.io/football/teams/168.png,Bundesliga,83.0,192.0
972,J. Tah,28,Germany,False,Bayer Leverkusen,Defender,31.0,2633.0,66.0,5.0,2185.0,10.0,21.0,9.0,,5.0,4.0,33.0,23.0,23.0,19.0,90.0,164.0,1.0,4.0,0.0,,https://media.api-sports.io/football/players/972.png,https://media.api-sports.io/football/teams/168.png,7.183870,6.0,0.0,0.0,False,,,0.0,0.0,,https://media.api-sports.io/football/players/972.png,https://media.api-sports.io/football/teams/168.png,Bundesliga,94.0,195.0
