Id,Name,Age,Nationality,Injured,Team,Position,Games,Minutes,Accuracy_Passes,Key_Passes,Total_Passes,Shots_On,Shots_Total,Dribbles_Attempts,Dribbles_Past,Dribbles_Success,Fouls_Drawn,Fouls_Committed,Tackled_Block,Tackled_Intercept,Tackled_Total,Duels_Won,Duels_Total,Goals_Assist,Goals_Total,Goals_Conceded,Goals_Saves,Photo,Logo_Team,Rating,Yellow_Cards,Red_Cards,Yellow_Red_Cards,Captain,Weight_kg,Height_cm
10714,T. Yordanov,25.0,Bulgaria,False,Arda Kardzhali,Attacker,11.0,494.0,11.0,2.0,45.0,1.0,1.0,1.0,,0.0,2.0,2.0,0.0,1.0,0.0,6.0,24.0,0.0,3.0,0.0,,https://media-4.api-sports.io/football/players/10714.png,https://media-4.api-sports.io/football/teams/1430.png,6.800000,1.0,0.0,0.0,False,,180.0
10725,M. Nikolov,30.0,Bulgaria,False,Etar Veliko Tarnovo,Defender,9.0,528.0,4.0,,5.0,0.0,,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,2.0,0.0,1.0,0.0,,https://media-4.api-sports.io/football/players/10725.png,https://media-4.api-sports.io/football/teams/855.png,6.300000,1.0,0.0,0.0,False,,
10999,I. Turitsov,24.0,Bulgaria,False,CSKA Sofia,Defender,12.0,884.0,22.0,,119.0,0.0,,4.0,,3.0,4.0,7.0,0.0,6.0,7.0,29.0,78.0,0.0,0.0,0.0,,https://media-4.api-sports.io/football/players/10999.png,https://media-4.api-sports.io/football/teams/853.png,6.800000,3.0,0.0,0.0,False,,170.0
11005,A. Lyaskov,25.0,Bulgaria,False,Lokomotiv Plovdiv,Defender,13.0,1145.0,30.0,2.0,37.0,0.0,,4.0,,4.0,2.0,0.0,1.0,3.0,0.0,6.0,15.0,1.0,0.0,0.0,,https://media-4.api-sports.io/football/players/11005.png,https://media-4.api-sports.io/football/teams/858.png,7.900000,6.0,1.0,1.0,False,,
11274,M. Paskalev,22.0,Bulgaria,False,Lokomotiv Plovdiv,Defender,10.0,819.0,,,,,,,,,,,,,,,,,0.0,,,https://media-4.api-sports.io/football/players/11274.png,https://media-4.api-sports.io/football/teams/858.png,,1.0,0.0,0.0,False,,
11314,O. Hamdiev,23.0,Bulgaria,False,Hebar 1918,Attacker,4.0,339.0,,,,,,,,,,,,,,,,,0.0,,,https://media-4.api-sports.io/football/players/11314.png,https://media-4.api-sports.io/football/teams/4659.png,,1.0,0.0,0.0,False,,
11317,G. Rusev,25.0,Bulgaria,False,CSKA 1948,Attacker,12.0,845.0,13.0,6.0,36.0,0.0,2.0,6.0,,5.0,4.0,2.0,0.0,1.0,0.0,11.0,36.0,1.0,2.0,0.0,,https://media-4.api-sports.io/football/players/11317.png,https://media-4.api-sports.io/football/teams/1426.png,8.200000,0.0,0.0,0.0,False,,
11335,S. Kovachev,25.0,Bulgaria,False,Arda Kardzhali,Attacker,2.0,180.0,,,,,,,,,,,,,,,,,0.0,,,https://media-4.api-sports.io/football/players/11335.png,https://media-4.api-sports.io/football/teams/1430.png,,0.0,0.0,0.0,False,,178.0
13677,M. Carreazo,24.0,Venezuela,False,CSKA Sofia,Midfielder,11.0,888.0,18.0,3.0,82.0,0.0,4.0,4.0,,3.0,2.0,4.0,0.0,4.0,0.0,19.0,47.0,0.0,1.0,0.0,,https://media-4.api-sports.io/football/players/13677.png,https://media-4.api-sports.io/football/teams/853.png,6.966666,4.0,0.0,0.0,False,60.0,168.0
35836,J. Segura,26.0,Colombia,False,Lokomotiv Plovdiv,Defender,14.0,1239.0,88.0,,191.0,0.0,,0.0,,0.0,0.0,2.0,2.0,6.0,0.0,8.0,16.0,0.0,2.0,0.0,,https://media-4.api-sports.io/football/players/35836.png,https://media-4.api-sports.io/football/teams/858.png,7.300000,6.0,0.0,1.0,False,86.0,194.0
